493,296,493
121,376,121
267,120,267
18,95,18
146,499,146
53,146,53
536,636,536
254,275,254
147,56,147
184,109,184
580,607,580
401,345,401
421,514,421
207,472,207
301,72,301
585,175,585
191,572,191
42,504,42
408,245,408
490,594,490
43,76,43
433,402,433
384,242,384
513,197,513
399,352,399
526,651,526
564,505,564
365,148,365
469,237,469
415,73,415
125,236,125
135,168,135
520,453,520
248,104,248
371,258,371
143,219,143
19,439,19
372,73,372
240,258,240
606,599,606
554,608,554
643,497,643
579,497,579
16,276,16
577,117,577
186,203,186
265,550,265
230,196,230
163,179,163
294,536,294
59,9,59
652,308,652
50,382,50
350,77,350
126,494,126
435,416,435
73,299,73
330,262,330
417,556,417
195,31,195
469,82,469
373,564,373
207,608,207
294,176,294
570,116,570
500,18,500
454,262,454
477,217,477
589,520,589
329,324,329
24,363,24
646,322,646
19,4,19
583,410,583
112,288,112
357,196,357
91,83,91
218,365,218
347,345,347
112,189,112
138,424,138
136,22,136
112,568,112
618,370,618
425,650,425
281,269,281
13,417,13
549,266,549
105,556,105
28,549,28
134,314,134
495,556,495
19,251,19
216,632,216
44,98,44
445,516,445
622,42,622
30,397,30
352,539,352
150,33,150
404,287,404
567,193,567
469,104,469
384,354,384
639,333,639
303,562,303
9,366,9
165,588,165
601,487,601
24,335,24
45,309,45
78,29,78
265,341,265
383,388,383
607,505,607
124,302,124
521,454,521
259,26,259
424,397,424
423,338,423
371,63,371
181,18,181
604,188,604
286,336,286
568,105,568
19,128,19
640,613,640
291,170,291
640,644,640
45,335,45
476,37,476
566,223,566
181,77,181
118,379,118
570,302,570
475,266,475
50,622,50
87,610,87
69,297,69
286,456,286
264,369,264
506,299,506
316,170,316
315,274,315
600,399,600
399,320,399
566,56,566
253,95,253
530,463,530
130,196,130
389,105,389
384,413,384
385,349,385
14,140,14
41,447,41
548,650,548
433,152,433
132,641,132
605,18,605
29,382,29
125,310,125
428,620,428
593,517,593
146,223,146
646,645,646
420,328,420
591,645,591
566,531,566
433,363,433
156,555,156
535,409,535
195,643,195
163,260,163
559,164,559
312,41,312
649,415,649
325,165,325
570,270,570
399,72,399
281,297,281
114,467,114
614,435,614
444,537,444
471,385,471
441,581,441
77,305,77
488,35,488
506,170,506
87,100,87
468,456,468
343,292,343
146,387,146
85,333,85
198,423,198
270,68,270
191,478,191
444,291,444
40,160,40
36,611,36
293,208,293
573,126,573
98,382,98
212,232,212
379,485,379
490,319,490
402,101,402
118,622,118
219,223,219
478,391,478
447,315,447
434,611,434
205,403,205
577,588,577
445,121,445
500,42,500
286,164,286
174,464,174
154,97,154
133,645,133
124,166,124
47,585,47
444,177,444
615,311,615
366,456,366
181,61,181
584,436,584
58,515,58
439,96,439
47,440,47
586,177,586
265,135,265
595,7,595
352,603,352
540,466,540
481,88,481
386,256,386
417,390,417
149,219,149
181,142,181
115,517,115
225,305,225
516,473,516
619,172,619
433,218,433
144,182,144
407,486,407
570,436,570
211,647,211
261,519,261
251,315,251
284,641,284
604,208,604
524,413,524
156,27,156
462,1,462
283,367,283
191,180,191
400,565,400
182,238,182
357,41,357
433,415,433
212,438,212
634,396,634
12,367,12
340,175,340
433,317,433
325,203,325
107,227,107
52,390,52
570,235,570
580,23,580
606,141,606
388,382,388
125,133,125
289,427,289
156,152,156
429,13,429
526,239,526
419,301,419
599,90,599
14,15,14
643,15,643
567,329,567
308,483,308
458,557,458
512,534,512
5,205,5
317,615,317
288,260,288
58,435,58
168,396,168
470,453,470
103,390,103
614,355,614
589,208,589
352,568,352
347,630,347
100,193,100
113,155,113
71,165,71
219,82,219
124,545,124
383,538,383
438,192,438
553,542,553
86,162,86
48,10,48
86,398,86
231,641,231
4,192,4
116,260,116
377,514,377
66,250,66
374,269,374
237,7,237
163,292,163
641,100,641
445,356,445
431,343,431
70,485,70
194,348,194
232,183,232
333,263,333
13,494,13
555,472,555
305,415,305
575,350,575
435,203,435
265,346,265
501,85,501
568,364,568
119,16,119
55,141,55
379,173,379
348,354,348
476,390,476
477,141,477
255,27,255
525,627,525
418,108,418
505,540,505
457,80,457
25,574,25
89,339,89
237,223,237
598,148,598
62,87,62
76,99,76
506,538,506
233,333,233
286,384,286
408,241,408
595,448,595
400,629,400
347,340,347
252,179,252
224,46,224
220,83,220
167,38,167
468,378,468
294,213,294
635,27,635
421,607,421
369,2,369
484,611,484
459,219,459
103,509,103
358,301,358
259,452,259
191,542,191
285,185,285
283,602,283
265,113,265
357,647,357
459,96,459
138,455,138
114,456,114
218,94,218
302,10,302
142,205,142
646,650,646
442,168,442
444,587,444
364,522,364
35,67,35
573,378,573
445,25,445
433,324,433
646,67,646
416,605,416
471,599,471
289,451,289
550,415,550
232,27,232
149,613,149
437,162,437
225,569,225
325,544,325
488,82,488
615,332,615
115,242,115
9,341,9
169,33,169
462,394,462
352,297,352
317,335,317
231,574,231
25,482,25
444,511,444
293,368,293
491,212,491
581,515,581
198,467,198
50,403,50
164,465,164
403,125,403
279,145,279
128,555,128
511,464,511
193,40,193
507,509,507
578,602,578
559,176,559
468,515,468
562,536,562
225,9,225
404,390,404
83,391,83
173,274,173
435,294,435
551,647,551
373,624,373
439,301,439
256,11,256
440,645,440
109,223,109
212,141,212
170,474,170
409,571,409
150,618,150
424,134,424
582,260,582
358,142,358
225,63,225
527,254,527
229,613,229
12,305,12
318,644,318
377,260,377
464,481,464
433,431,433
85,438,85
427,170,427
563,258,563
137,503,137
199,168,199
475,629,475
422,202,422
330,164,330
285,225,285
47,594,47
356,297,356
580,115,580
265,485,265
562,412,562
147,24,147
603,202,603
112,181,112
103,284,103
476,293,476
66,213,66
606,223,606
477,184,477
14,354,14
501,338,501
389,376,389
639,628,639
276,96,276
462,628,462
162,387,162
437,545,437
184,503,184
525,235,525
491,296,491
562,29,562
313,474,313
558,274,558
574,413,574
327,514,327
211,531,211
125,648,125
145,556,145
354,517,354
93,435,93
574,545,574
377,545,377
411,41,411
389,147,389
569,282,569
199,171,199
16,239,16
218,141,218
162,10,162
271,64,271
19,193,19
352,36,352
406,151,406
395,497,395
472,204,472
463,565,463
637,38,637
64,311,64
525,523,525
24,69,24
5,480,5
16,542,16
98,404,98
53,316,53
52,382,52
551,477,551
510,467,510
294,239,294
611,468,611
310,597,310
181,188,181
117,8,117
294,99,294
493,341,493
117,602,117
424,638,424
464,420,464
12,407,12
635,556,635
71,588,71
600,172,600
485,531,485
404,281,404
575,323,575
614,228,614
64,246,64
650,73,650
626,185,626
79,453,79
167,159,167
231,246,231
184,331,184
25,485,25
13,328,13
580,554,580
478,164,478
210,610,210
330,361,330
170,197,170
23,354,23
420,510,420
601,598,601
317,16,317
527,184,527
443,528,443
265,80,265
489,245,489
321,334,321
501,209,501
251,61,251
495,166,495
128,519,128
379,519,379
410,522,410
333,463,333
477,530,477
163,561,163
313,466,313
527,548,527
173,274,173
506,588,506
464,303,464
43,195,43
426,597,426
404,256,404
443,116,443
439,104,439
125,576,125
2,489,2
399,555,399
344,341,344
97,123,97
460,42,460
149,390,149
568,48,568
630,518,630
595,95,595
648,499,648
366,197,366
111,242,111
350,173,350
78,362,78
405,428,405
421,465,421
262,208,262
63,472,63
198,607,198
373,40,373
82,621,82
392,297,392
601,180,601
109,546,109
551,123,551
64,248,64
464,183,464
557,29,557
622,398,622
38,176,38
512,611,512
501,30,501
96,369,96
226,298,226
141,193,141
464,553,464
480,628,480
74,86,74
485,341,485
182,197,182
558,279,558
195,542,195
211,62,211
240,280,240
505,40,505
435,470,435
500,472,500
84,345,84
47,13,47
142,29,142
442,182,442
138,556,138
49,412,49
454,135,454
527,173,527
231,318,231
422,60,422
289,345,289
379,206,379
13,518,13
112,182,112
120,388,120
36,91,36
554,510,554
584,263,584
652,42,652
563,165,563
379,104,379
521,268,521
222,7,222
343,363,343
254,88,254
547,74,547
457,74,457
296,298,296
421,357,421
444,135,444
19,7,19
524,136,524
548,373,548
471,417,471
348,428,348
419,499,419
469,28,469
135,334,135
520,412,520
646,164,646
76,365,76
166,522,166
578,22,578
228,102,228
586,164,586
155,552,155
572,345,572
490,553,490
549,81,549
439,90,439
512,370,512
258,183,258
327,2,327
181,287,181
513,303,513
352,321,352
77,128,77
635,261,635
422,320,422
254,591,254
108,556,108
114,635,114
358,228,358
431,389,431
69,249,69
613,552,613
46,317,46
578,264,578
352,4,352
568,542,568
424,134,424
403,418,403
110,591,110
462,493,462
176,269,176
635,302,635
576,302,576
157,206,157
234,263,234
17,126,17
49,206,49
552,328,552
377,322,377
105,630,105
303,240,303
212,252,212
547,413,547
347,398,347
163,403,163
462,238,462
635,268,635
557,243,557
237,216,237
550,206,550
167,103,167
39,186,39
606,40,606
141,100,141
271,489,271
364,281,364
454,177,454
432,25,432
53,382,53
137,610,137
566,67,566
344,378,344
191,641,191
443,395,443
646,528,646
551,175,551
32,484,32
649,268,649
125,17,125
511,519,511
237,482,237
218,183,218
625,124,625
525,278,525
449,517,449
187,314,187
509,588,509
434,514,434
490,594,490
433,337,433
491,600,491
140,503,140
336,238,336
406,205,406
425,282,425
390,119,390
481,344,481
225,290,225
422,440,422
39,403,39
25,541,25
521,525,521
12,318,12
633,175,633
523,489,523
138,231,138
457,378,457
109,378,109
469,62,469
527,29,527
409,197,409
231,449,231
491,97,491
475,315,475
114,320,114
524,355,524
527,523,527
161,193,161
418,346,418
185,392,185
495,239,495
411,401,411
566,261,566
32,415,32
484,160,484
373,59,373
218,571,218
294,301,294
290,631,290
535,263,535
516,483,516
163,349,163
370,311,370
648,463,648
462,454,462
222,189,222
402,120,402
557,95,557
220,35,220
147,609,147
170,202,170
71,555,71
39,636,39
86,461,86
231,630,231
318,482,318
85,247,85
52,7,52
498,304,498
415,189,415
437,454,437
24,69,24
331,529,331
1,164,1
155,641,155
437,102,437
540,396,540
476,290,476
441,50,441
566,394,566
257,344,257
340,283,340
459,19,459
573,599,573
97,373,97
11,571,11
371,387,371
444,385,444
474,86,474
4,436,4
125,538,125
225,421,225
570,618,570
58,350,58
206,489,206
235,552,235
557,562,557
89,227,89
484,69,484
44,232,44
215,518,215
117,197,117
237,365,237
237,590,237
623,290,623
113,155,113
293,339,293
384,610,384
565,329,565
491,356,491
335,311,335
116,543,116
474,607,474
265,183,265
234,146,234
116,634,116
317,458,317
366,38,366
248,216,248
439,520,439
187,623,187
345,275,345
348,99,348
239,396,239
318,526,318
630,23,630
338,275,338
431,368,431
535,7,535
349,360,349
156,483,156
566,519,566
138,176,138
295,263,295
357,137,357
441,426,441
149,598,149
438,341,438
208,311,208
19,251,19
421,499,421
350,323,350
200,40,200
597,35,597
525,342,525
419,157,419
63,555,63
255,22,255
314,124,314
2,160,2
427,155,427
576,39,576
144,113,144
380,448,380
382,197,382
596,405,596
46,325,46
118,170,118
218,321,218
513,296,513
41,246,41
458,127,458
287,378,287
213,72,213
303,392,303
448,33,448
284,599,284
419,534,419
596,387,596
430,497,430
566,41,566
448,248,448
594,35,594
194,505,194
239,275,239
231,303,231
110,38,110
78,8,78
609,292,609
115,564,115
533,282,533
17,132,17
476,30,476
271,297,271
589,518,589
45,599,45
132,650,132
576,483,576
408,355,408
224,311,224
336,45,336
638,373,638
624,180,624
264,120,264
195,524,195
86,319,86
162,326,162
278,449,278
157,159,157
605,161,605
215,124,215
347,117,347
97,288,97
491,624,491
235,275,235
221,165,221
25,298,25
358,494,358
593,453,593
317,331,317
91,172,91
551,204,551
521,549,521
140,168,140
138,584,138
121,316,121
355,480,355
93,551,93
43,503,43
231,598,231
584,205,584
156,467,156
279,489,279
85,510,85
289,87,289
112,477,112
198,478,198
551,588,551
598,476,598
473,222,473
567,398,567
606,599,606
285,295,285
45,398,45
224,50,224
16,567,16
639,271,639
133,161,133
419,91,419
139,16,139
257,401,257
422,116,422
546,479,546
457,345,457
149,630,149
222,594,222
208,601,208
199,439,199
4,643,4
255,330,255
17,296,17
317,536,317
618,187,618
633,134,633
218,30,218
388,22,388
614,610,614
320,549,320
310,538,310
347,108,347
268,357,268
431,550,431
401,373,401
275,272,275
228,534,228
343,276,343
350,288,350
324,67,324
627,478,627
125,239,125
121,74,121
3,637,3
350,544,350
270,72,270
48,298,48
62,287,62
14,468,14
150,158,150
7,453,7
522,60,522
579,25,579
652,166,652
71,215,71
475,645,475
424,240,424
11,381,11
551,247,551
215,382,215
429,546,429
190,588,190
369,423,369
406,24,406
456,62,456
608,281,608
593,326,593
225,301,225
126,157,126
384,637,384
403,224,403
459,35,459
229,345,229
76,312,76
618,85,618
357,323,357
105,556,105
522,38,522
1,241,1
195,276,195
175,143,175
441,453,441
326,523,326
95,159,95
3,179,3
142,391,142
226,177,226
89,552,89
418,336,418
128,140,128
244,236,244
529,624,529
389,300,389
231,24,231
285,69,285
187,9,187
441,417,441
137,177,137
412,546,412
207,62,207
172,72,172
45,275,45
136,522,136
414,549,414
434,104,434
346,324,346
52,339,52
510,109,510
493,202,493
357,98,357
265,140,265
443,643,443
645,90,645
132,333,132
320,564,320
639,219,639
120,328,120
585,290,585
566,453,566
151,557,151
571,474,571
639,397,639
104,227,104
418,299,418
493,142,493
419,135,419
234,5,234
184,390,184
417,269,417
120,393,120
283,642,283
418,370,418
223,367,223
28,582,28
239,177,239
5,76,5
598,569,598
608,634,608
378,503,378
356,321,356
495,119,495
108,563,108
2,26,2
400,528,400
458,211,458
43,261,43
147,396,147
92,169,92
155,574,155
237,627,237
507,232,507
5,482,5
400,209,400
642,450,642
399,410,399
32,74,32
280,18,280
59,262,59
417,620,417
300,7,300
424,127,424
463,194,463
530,633,530
557,559,557
344,552,344
614,590,614
154,258,154
348,195,348
329,186,329
300,494,300
222,349,222
585,552,585
95,287,95
225,12,225
307,83,307
84,412,84
191,368,191
154,12,154
580,301,580
92,42,92
150,95,150
162,483,162
523,315,523
14,390,14
598,202,598
55,610,55
462,282,462
582,465,582
422,56,422
131,113,131
423,363,423
651,179,651
444,166,444
463,6,463
256,89,256
435,263,435
321,192,321
392,602,392
481,536,481
86,405,86
535,130,535
444,181,444
22,107,22
648,512,648
221,339,221
438,545,438
393,88,393
516,541,516
527,519,527
458,202,458
462,158,462
264,40,264
112,504,112
347,146,347
239,188,239
69,504,69
115,289,115
215,364,215
490,2,490
260,52,260
547,612,547
422,548,422
524,12,524
397,261,397
606,425,606
117,378,117
457,203,457
535,625,535
506,514,506
1,467,1
97,391,97
83,533,83
492,292,492
149,157,149
637,321,637
53,216,53
139,124,139
482,102,482
578,5,578
150,382,150
351,545,351
474,455,474
643,592,643
535,277,535
379,198,379
235,374,235
507,339,507
383,397,383
410,217,410
364,588,364
31,313,31
317,323,317
632,26,632
110,128,110
361,617,361
488,570,488
181,236,181
388,207,388
594,456,594
171,258,171
539,270,539
133,463,133
70,457,70
326,37,326
276,319,276
5,186,5
49,474,49
642,387,642
342,41,342
364,590,364
242,453,242
585,595,585
222,650,222
194,531,194
464,101,464
3,641,3
364,102,364
305,8,305
625,135,625
469,518,469
138,588,138
313,38,313
59,32,59
206,365,206
128,250,128
196,463,196
47,577,47
549,329,549
572,518,572
633,151,633
132,293,132
336,367,336
536,487,536
431,302,431
360,180,360
20,198,20
20,431,20
101,545,101
449,329,449
402,147,402
215,450,215
398,415,398
247,415,247
434,16,434
58,623,58
566,110,566
583,269,583
171,311,171
312,335,312
389,2,389
583,339,583
365,119,365
99,158,99
556,504,556
590,192,590
288,13,288
138,583,138
337,79,337
98,508,98
113,409,113
438,332,438
442,13,442
410,169,410
572,24,572
433,594,433
39,486,39
495,568,495
223,282,223
251,361,251
92,341,92
481,505,481
56,647,56
144,207,144
353,308,353
138,631,138
48,100,48
221,440,221
526,564,526
166,555,166
260,567,260
426,567,426
320,250,320
230,253,230
223,228,223
5,644,5
131,615,131
378,537,378
303,60,303
507,529,507
640,539,640
126,588,126
520,404,520
383,408,383
293,177,293
635,190,635
89,1,89
521,641,521
348,272,348
45,544,45
94,531,94
78,287,78
53,396,53
592,387,592
371,366,371
439,412,439
343,589,343
28,103,28
467,177,467
618,25,618
260,6,260
513,304,513
285,188,285
66,379,66
402,407,402
180,104,180
633,363,633
632,27,632
192,647,192
168,505,168
93,639,93
103,640,103
10,556,10
222,121,222
191,56,191
319,91,319
84,591,84
233,100,233
3,401,3
142,502,142
109,356,109
411,247,411
649,43,649
578,335,578
488,147,488
22,547,22
194,82,194
108,210,108
16,560,16
629,536,629
513,609,513
140,396,140
99,472,99
207,634,207
242,305,242
264,363,264
47,137,47
608,67,608
549,119,549
470,543,470
195,236,195
442,208,442
91,305,91
137,87,137
425,26,425
100,252,100
614,356,614
452,291,452
550,494,550
24,455,24
154,73,154
593,346,593
637,202,637
182,440,182
529,424,529
130,11,130
450,88,450
404,79,404
481,261,481
53,247,53
524,542,524
17,421,17
384,247,384
149,309,149
397,263,397
511,39,511
80,30,80
295,559,295
244,97,244
448,238,448
646,594,646
402,305,402
568,100,568
600,216,600
198,319,198
244,415,244
488,346,488
643,87,643
113,302,113
265,349,265
419,624,419
437,395,437
452,211,452
357,322,357
434,538,434
419,91,419
141,35,141
372,549,372
599,365,599
31,81,31
186,299,186
633,360,633
383,575,383
435,411,435
82,538,82
464,41,464
509,60,509
182,295,182
606,377,606
36,81,36
200,275,200
192,260,192
66,619,66
380,238,380
277,460,277
598,280,598
138,405,138
441,12,441
358,134,358
81,203,81
208,248,208
495,332,495
558,55,558
364,281,364
16,64,16
401,626,401
383,11,383
284,409,284
495,143,495
86,631,86
262,302,262
317,279,317
492,497,492
349,318,349
242,528,242
224,328,224
412,544,412
266,170,266
139,581,139
411,186,411
136,571,136
370,274,370
204,382,204
77,398,77
451,205,451
364,489,364
596,327,596
488,413,488
210,306,210
5,455,5
445,3,445
74,249,74
414,328,414
11,547,11
130,323,130
462,432,462
411,480,411
358,249,358
165,8,165
330,623,330
425,478,425
362,367,362
416,588,416
400,631,400
149,373,149
266,602,266
640,522,640
222,110,222
380,277,380
508,591,508
199,171,199
469,618,469
430,644,430
443,473,443
605,303,605
380,635,380
189,217,189
608,274,608
55,80,55
138,392,138
635,325,635
156,37,156
408,361,408
151,565,151
362,602,362
299,260,299
85,333,85
212,563,212
264,37,264
189,199,189
220,217,220
440,355,440
31,650,31
640,178,640
410,188,410
564,33,564
56,480,56
143,343,143
572,185,572
569,331,569
467,228,467
317,381,317
79,152,79
136,518,136
136,391,136
437,468,437
198,248,198
558,193,558
36,559,36
414,467,414
258,161,258
524,328,524
216,310,216
249,248,249
636,6,636
455,177,455
125,184,125
470,293,470
85,110,85
299,472,299
338,354,338
285,330,285
622,332,622
105,416,105
223,263,223
601,272,601
551,83,551
614,256,614
301,476,301
400,595,400
45,540,45
442,344,442
241,252,241
11,9,11
357,420,357
648,559,648
69,197,69
50,152,50
520,169,520
212,543,212
161,628,161
327,494,327
180,331,180
567,190,567
97,126,97
124,335,124
345,467,345
547,391,547
327,359,327
579,83,579
634,238,634
190,556,190
89,2,89
572,223,572
435,205,435
234,418,234
256,420,256
30,203,30
107,624,107
66,316,66
631,81,631
552,311,552
62,499,62
28,474,28
395,218,395
558,466,558
511,545,511
114,292,114
549,381,549
26,82,26
563,392,563
462,412,462
379,317,379
528,41,528
607,10,607
379,9,379
615,214,615
420,284,420
462,73,462
379,221,379
430,577,430
129,73,129
401,131,401
389,120,389
609,370,609
217,474,217
69,537,69
430,600,430
550,324,550
442,395,442
380,456,380
383,627,383
199,527,199
25,516,25
599,104,599
149,478,149
516,253,516
351,97,351
474,345,474
582,360,582
206,377,206
415,315,415
563,213,563
393,48,393
110,552,110
421,131,421
225,390,225
81,588,81
521,624,521
220,99,220
104,217,104
632,599,632
323,368,323
625,249,625
141,413,141
211,72,211
494,498,494
524,213,524
233,69,233
259,627,259
340,349,340
596,512,596
462,398,462
625,329,625
454,218,454
115,26,115
284,18,284
528,376,528
504,520,504
121,205,121
135,394,135
38,644,38
265,175,265
285,594,285
118,61,118
571,88,571
588,241,588
56,290,56
402,82,402
450,148,450
493,539,493
172,297,172
121,597,121
377,415,377
637,72,637
112,8,112
427,306,427
493,226,493
56,42,56
323,311,323
255,411,255
383,188,383
442,487,442
342,7,342
512,642,512
284,10,284
437,626,437
598,276,598
399,239,399
284,514,284
633,608,633
124,448,124
145,621,145
18,180,18
505,37,505
440,331,440
282,173,282
37,472,37
552,403,552
116,303,116
380,478,380
434,481,434
524,627,524
333,145,333
198,148,198
384,417,384
242,272,242
591,190,591
330,247,330
455,7,455
13,7,13
20,581,20
408,520,408
377,213,377
416,568,416
55,192,55
134,598,134
371,363,371
652,479,652
352,186,352
591,629,591
590,281,590
445,243,445
648,98,648
369,39,369
265,417,265
568,397,568
213,216,213
349,151,349
234,606,234
434,622,434
336,338,336
171,100,171
583,628,583
436,413,436
222,4,222
215,238,215
210,624,210
20,540,20
422,479,422
137,625,137
347,584,347
540,474,540
120,344,120
312,227,312
277,514,277
146,315,146
437,541,437
312,626,312
491,533,491
488,61,488
239,536,239
286,272,286
566,140,566
515,165,515
265,2,265
416,183,416
205,376,205
469,381,469
318,522,318
554,367,554
487,300,487
513,495,513
282,396,282
282,219,282
279,396,279
583,85,583
562,431,562
130,24,130
155,280,155
643,645,643
109,325,109
534,378,534
443,589,443
137,246,137
648,647,648
409,519,409
476,449,476
97,218,97
526,123,526
137,458,137
371,627,371
452,29,452
134,292,134
121,180,121
353,405,353
19,597,19
292,194,292
631,274,631
625,367,625
610,167,610
515,530,515
352,482,352
569,295,569
45,512,45
205,246,205
563,545,563
459,135,459
164,37,164
212,61,212
636,119,636
67,4,67
88,179,88
234,322,234
649,177,649
114,367,114
105,37,105
85,470,85
134,243,134
605,74,605
198,235,198
539,387,539
443,335,443
52,613,52
26,545,26
489,160,489
111,282,111
112,206,112
362,630,362
380,397,380
112,347,112
85,132,85
115,408,115
47,300,47
469,472,469
154,275,154
154,457,154
433,352,433
174,58,174
501,394,501
582,121,582
32,248,32
483,266,483
629,530,629
58,295,58
559,72,559
181,80,181
18,339,18
284,624,284
56,641,56
575,36,575
93,215,93
566,643,566
487,505,487
639,126,639
306,555,306
293,474,293
606,128,606
563,229,563
30,645,30
471,585,471
298,628,298
576,300,576
464,200,464
481,539,481
212,559,212
142,505,142
5,44,5
119,625,119
14,167,14
528,500,528
427,333,427
262,214,262
288,143,288
244,424,244
493,373,493
